Date,XLK,XLC,XLY,XLE,XLI,XLV,XLP,XLB
2020-11-10,56.6867790222168,59.49583053588867,72.44234466552734,13.750481605529785,78.54615020751953,101.43925476074219,56.868038177490234,31.429533004760742
2020-11-11,58.03157043457031,60.03447341918945,73.07740020751953,13.609471321105957,77.88540649414062,101.3116455078125,57.35752487182617,30.96042823791504
2020-11-12,57.51472091674805,59.694271087646484,72.09858703613281,13.170327186584473,76.99524688720703,100.93785858154297,57.20295715332031,30.30816078186035
2020-11-13,58.00285339355469,60.58256149291992,73.26838684082031,13.649759292602539,78.70220184326172,102.21416473388672,57.99302291870117,30.830869674682617
2020-11-16,58.56278991699219,60.96999740600586,74.22811126708984,14.548194885253906,80.62015533447266,102.04095458984375,58.52545166015625,31.4384708404541
2020-11-17,58.237361907958984,60.75265121459961,73.91297149658203,14.697259902954102,80.40910339355469,101.37542724609375,58.113243103027344,31.322303771972656
2020-11-18,57.61522674560547,60.13842010498047,73.40686798095703,14.270203590393066,80.05118560791016,99.48833465576172,57.31458282470703,31.063182830810547
2020-11-19,58.079429626464844,60.5069694519043,73.7697525024414,14.503876686096191,80.25308227539062,99.4154052734375,57.469173431396484,31.19274139404297
2020-11-20,57.48121643066406,60.36521530151367,73.38296508789062,14.427330017089844,79.5280990600586,99.18749237060547,57.108489990234375,31.165931701660156
2020-11-23,57.466854095458984,60.39356231689453,74.1899185180664,15.44663143157959,80.85877227783203,98.93221282958984,57.12565612792969,31.42506217956543
2020-11-24,58.266075134277344,61.6314811706543,75.29288482666016,16.240314483642578,82.27202606201172,99.22393798828125,57.51210403442383,32.206886291503906
2020-11-25,58.390506744384766,61.622047424316406,75.38359832763672,15.861597061157227,81.64799499511719,98.8592758178711,57.477760314941406,31.87181854248047
2020-11-27,58.70158386230469,62.0189323425293,75.54593658447266,15.67627239227295,81.51031494140625,99.77093505859375,57.469173431396484,32.03711700439453
2020-11-30,59.09400939941406,61.801578521728516,75.08757019042969,14.81006908416748,80.78534698486328,100.04441833496094,57.46058654785156,31.715444564819336
2020-12-01,59.85014343261719,62.935550689697266,75.64620208740234,14.878560066223145,80.58344268798828,100.88314819335938,57.967254638671875,32.06392288208008
2020-12-02,59.75922393798828,63.52143096923828,75.17351531982422,15.362022399902344,80.69357299804688,101.63981628417969,57.486331939697266,31.652910232543945
2020-12-03,59.72092819213867,63.23794174194336,75.38359832763672,15.523173332214355,80.90465545654297,101.51219177246094,57.6323356628418,31.433990478515625
2020-12-04,60.319156646728516,63.294654846191406,75.45523834228516,16.36923599243164,81.86822509765625,102.59703826904297,58.078914642333984,32.068389892578125
